Year,Month,Day,CBInfo,MP traditional,forward guidance
2007,1,31,0.8206383989007104,0.29405198961187246,-0.4612302561252422
2007,3,21,0.24453239373288452,0.3328059501089551,-2.3898406580536276
2007,5,9,-0.20838002733851171,0.25318707804780255,-0.0043466859935787595
2007,6,28,-0.19879725755231634,0.04718257858235265,0.5596327149058126
2007,8,7,-2.191293856686904,-0.18362166086887705,0.0026070479924809884
2007,8,10,0.0037797944953823514,0.42793162856936157,0.40020793144451
2007,8,17,0.6923400711836118,-0.6525810647541217,0.5524083684857446
2007,9,18,1.0624789420096181,-3.1727153639820265,-0.4368956986173021
2007,10,31,0.2644756343105583,0.6190551512491244,1.3485333664369124
2007,12,11,-4.746475277463222,0.4847125316694379,-2.532143567470691
2008,1,22,-1.0557864560889343,-3.1975098517246234,3.054742654435801
2008,1,30,0.8498213342948823,-2.5377288157902838,0.5569621263130493
2008,3,11,2.3245361869125087,2.718894993379571,1.6083947729116634
2008,3,18,-1.7687259286918615,1.5014547216554468,-0.12413223389574521
2008,4,30,0.3712908054786527,-1.441637689352006,0.5121209536646842
2008,6,25,-0.41252375144360154,0.6561776388040271,-1.2529957539017778
2008,8,5,0.32739883971864064,-0.49114084470310615,0.49798396195662886
2008,9,16,-0.8523588263717843,2.683624691331381,-0.5393118131607312
2008,10,8,-0.8030089857651616,-0.3855496015202503,1.2282973572293914
2008,10,29,-3.6087851743313593,-1.7023180219106544,1.2356819806726809
2008,12,16,1.152753186297532,-3.3159416261901766,-1.3285399903575152
2009,1,28,-0.11045621999646593,0.15202483606528522,0.05842178078545597
2009,3,18,1.5913409045767966,0.6809389185687512,-2.490111589339956
2009,4,29,1.5147438938489028,0.5903527521170097,-0.28731384167242197
2009,6,24,-0.2306557453190471,-0.07518335767214046,1.210413085783517
2009,8,12,-0.4855696026072388,-0.02277504837507873,0.0936881863327153
2009,9,23,0.03613759187033556,0.2072327254213457,-1.8830774462278002
2009,11,4,-0.1309949662383256,0.017323218885374077,-0.39058524477512174
2009,12,16,-0.09472674523956097,0.03098925498444934,0.15575717450628032
2010,1,27,1.0877346845755183,0.12539999496216164,1.3129133785918745
2010,3,16,-0.30101929838950753,0.10018253652899543,-1.0093708353949522
2010,4,28,0.3078268441355979,0.04321159666357767,-0.13043414235329348
2010,6,23,0.6223776664542257,0.3292129203299433,-0.24977240507485154
2010,8,10,1.0942592692640698,0.48303644965325204,-0.6690701461837263
2010,9,21,0.9669064884214811,0.5780890297097298,-0.7250532945434398
2010,11,3,-0.9006641915509247,0.1255330367524535,0.06594690786102039
2010,12,14,-0.05474726435829595,0.2062299671633159,-0.191445117662611
2011,1,26,-0.2589911533985526,0.07022918630568753,-0.21406040548668162
2011,3,15,0.9852758734695165,0.2555226970067254,0.49497741881672086
2011,4,27,-0.1451611085311428,0.1767081253849157,-0.7008309473000112
2011,6,22,0.4562520422590053,0.08323934478238645,0.374123694672785
2011,8,9,-2.8512608348388966,-0.13661394984510628,-1.458150920654555
2011,9,21,0.10529450612304773,0.500370136335204,0.681282384755362
2011,11,2,-0.07921227474801479,0.34991345264299223,0.1672544815002904
2011,12,13,-1.212252076878236,-0.11437263918950281,0.5217833738751946
2012,1,25,0.33766182637308173,0.3584400344198541,-0.6751643624386275
2012,3,13,0.06856649097696454,0.15507715876421643,0.20677645403112763
2012,4,25,-0.09684583928515642,0.17643775774228343,-0.06471460024850846
2012,6,20,0.24364637416045865,0.3756733232480255,0.32221164328821944
2012,8,1,0.3976552702190528,0.50153967934415,0.35477117410798636
2012,9,13,1.3209622529353033,0.8772799326815981,-0.29123163743632213
2012,10,24,-0.032373578699111887,0.0460653020005704,0.12953447417398767
2012,12,12,0.689419041005235,0.3454225047156975,-0.27796673701107605
2013,1,30,-0.1841584528198844,0.29827031525406034,-0.2325849193743423
2013,3,20,0.13040467202237283,0.355719294644028,-0.26143998766614324
2013,5,1,0.29393520811441665,0.2498005308916429,-0.11164552813654523
2013,6,19,0.24065951765413365,0.13533185053787666,0.47545793327516095
2013,7,31,0.7641341488055634,0.3831008955511779,-0.41841417715538964
2013,9,18,1.028465776683746,0.6295678888453802,-1.544358792869826
2013,10,30,-0.44988764439306184,0.0503420673230181,0.31019599113748897
2013,12,18,1.201032095770862,0.5274600930113161,-0.8174084267538513
2014,1,29,-0.711333794549929,0.006741780408051966,0.3111215785365265
2014,3,19,0.625502448323295,0.025709066266973085,1.4402128421223557
2014,4,30,0.08783823525018784,0.1999694184530193,-0.024971194519415683
2014,6,18,0.8352665443083795,0.299215105678256,0.11357377561930156
2014,7,30,0.6702360397940601,0.36039776137652507,-0.3789252127452132
2014,9,17,1.0257305772799874,0.2441818902102468,0.5953766625324863
2014,10,29,-0.0226916825278168,0.225782462364205,0.9094615858171442
2014,12,17,0.3588215830647367,0.5052586868641525,-2.0617468462926314
2015,1,28,-0.4529990950575694,0.13055796420996213,-0.13857680657277197
2015,3,18,1.5034261638326822,0.3148378612934692,-2.3062242407065696
2015,4,29,0.1570112114380328,0.2363078061836833,-0.16308788444622427
2015,6,17,0.0755912507382235,-0.08006126680657542,-0.8396459196918219
2015,7,29,0.1377694138376881,0.1561016937880646,-0.32500782330868794
2015,9,17,-0.3698468719882389,-0.8618604989425981,-0.44514860013772845
2015,10,28,-0.36071502190551075,0.41145033030116696,1.3352155858736559
2015,12,16,0.06125467166004642,0.4839549279476993,-0.44813076058935686
2016,1,27,-0.9674886744575949,-0.2712927184698711,-0.1498947343350117
2016,3,16,-0.7224991067141618,-0.7670853570325131,-1.2976422181827594
2016,4,27,0.603231665096286,0.38756474537459357,-0.0018200264317712852
2016,6,15,-0.6039919604346659,-0.47393528292295495,-0.4577669297524745
2016,7,27,0.3921647451036421,0.2539375239523802,-0.043930169552986405
2016,9,21,-0.025202055931901352,-0.11197517583162193,-0.7553241290556663
2016,11,2,0.2556145355342649,0.3351994202000133,-0.03174799630335195
2016,12,14,0.623873305190301,0.2732342201251569,1.2415916025532088
2017,2,1,0.023810905113343172,-0.1745549810298821,-0.3621972376958805
2017,3,15,-0.4203346634584489,-0.09486082234878374,-1.215350728731697
2017,5,3,0.3462007724134784,0.2932324699404068,0.28518894373386466
2017,6,14,0.32312102448424024,0.3642116926434948,0.4593161879264618
2017,7,26,-0.14563095398535492,-0.13192317712823728,-0.1656547351866244
2017,9,20,0.3475765369140929,0.5458746355874453,0.6520743210518453
2017,11,1,0.23838826057044682,0.10097032596597755,0.07437151142604465
2017,12,13,-0.00648607305402926,0.2591372502212582,-0.44097538588711166
2018,1,31,0.021436614887530084,0.3827982599544578,0.07740235330032497
2018,3,21,0.5357053227374304,0.3499982355892726,-0.4453517465317267
2018,5,2,0.10684292938239022,0.1511386806888789,-0.32597933331472156
2018,6,13,0.4103363851159376,0.0712493501968629,0.9883671773243601
2018,8,1,0.09450218806519825,0.20158066085699788,-0.027773728013575857
2018,9,26,0.3651249531089706,0.536557230774271,-0.46109889499913453
2018,11,8,0.28523914369926945,0.2064594935638547,0.12124557765905977
2018,12,13,-1.2751038489652877,0.4634441024137997,0.20178678773397113
2019,1,30,0.7810684937882899,0.4554733303725397,-1.3950713792988902
2019,3,20,-0.10404982467950155,0.34053807595833785,-1.5735544135087822
2019,5,1,-0.19432658818479975,-0.6021842538963319,-0.5453628072625417
2019,6,16,-0.39612387373785984,-0.41071786130921045,-1.2072125723127571
