Year,Month,Proxy CBInfo,Proxy MP traditional,Proxy forward guidance
1994,1,0.0,0.0,0.0
1994,2,0.9822796371856959,-0.29789770978248525,3.568531731715721
1994,3,-0.19657783269666104,0.3927141337152944,-1.3590384740800803
1994,4,-0.09479913812054046,2.6540609871757352,0.3246073313760503
1994,5,-0.2157904998663291,1.7219504616525094,-2.8657041463668294
1994,6,0.0,0.0,0.0
1994,7,-0.2604119019342377,0.11576783362801876,0.12148582594550245
1994,8,0.7901782234002038,0.2591447679477087,0.2946768214353983
1994,9,-0.3021627714408916,-0.5980975382384952,0.5111486117477196
1994,10,0.0,0.0,0.0
1994,11,-0.7863390278093672,1.8552702197370925,-0.5937025735052297
1994,12,0.11497428849950583,-0.9764787360493999,0.6397014394667597
1995,1,0.0,0.0,0.0
1995,2,0.6729361514146877,-0.0005402907984048675,1.629929752514986
1995,3,-0.13461043519531224,0.6002779036114959,-0.0956236540863151
1995,4,0.0,0.0,0.0
1995,5,0.018168115493257482,0.18312424347072076,0.004328659423299078
1995,6,0.0,0.0,0.0
1995,7,-1.6286819147139098,-3.004695579522689,-1.4960919510037798
1995,8,0.2651096174440509,0.06681311919228844,0.8789147659312609
1995,9,0.20740969447032812,0.7817782057057784,0.39129932425131725
1995,10,0.0,0.0,0.0
1995,11,0.3756068258365772,0.1186750662600867,0.6926682219046039
1995,12,0.42269647210755007,-0.8819598712350728,0.3984670528886399
1996,1,-0.2137630085101873,-0.22646475014267498,-0.29303613598611594
1996,2,0.0,0.0,0.0
1996,3,0.553610047845174,0.496635688135862,-0.06512538421736269
1996,4,0.0,0.0,0.0
1996,5,-0.12621800000541689,0.08283582912951343,0.4284701176799009
1996,6,0.0,0.0,0.0
1996,7,0.012195930155549189,-0.4365960160114323,-0.09629647163862075
1996,8,-0.06496160895253118,0.11776301508312573,0.29088722113705184
1996,9,-0.7855286377445744,-2.799358013443339,0.5010979349917232
1996,10,0.0,0.0,0.0
1996,11,0.38451355961993255,0.06728526644594493,-0.19343573197994154
1996,12,0.027234680012995213,-0.08950645990514312,0.3481933998205725
1997,1,0.0,0.0,0.0
1997,2,-0.3865391912768773,0.040010448221788154,0.4261270660838866
1997,3,-0.20413052879013618,0.7760499986372359,1.2230883908562942
1997,4,0.0,0.0,0.0
1997,5,0.7867557120164642,-1.7021222644827005,0.5737685341073763
1997,6,0.0,0.0,0.0
1997,7,0.4401692609297042,-0.21419721503421985,0.24265733652830748
1997,8,-0.5757563403460341,0.24393807789530397,0.29780168211454233
1997,9,-0.3562774536352656,0.11270532430792535,0.04998075430013842
1997,10,0.0,0.0,0.0
1997,11,-1.308674806233623,0.013186231075457626,-0.27632677815501194
1997,12,-0.32179016225609347,-0.08337190509588364,-0.008220285710502657
1998,1,0.0,0.0,0.0
1998,2,-0.2734862644520424,0.027112280790881245,0.6022254126134556
1998,3,0.07404995030422297,0.17651929836694277,0.09264893203362409
1998,4,0.0,0.0,0.0
1998,5,-0.37184733462521236,-0.07032956459027256,-0.12694548884393878
1998,6,0.0,0.0,0.0
1998,7,0.15799831852751545,0.4663608392340725,-0.26217008940823666
1998,8,0.22914805304044275,0.5039297625745779,-0.40412154451171944
1998,9,-1.15949972506332,1.540513586154775,-0.3686453076082338
1998,10,0.7077129136167728,-4.614704270696868,-2.1887999221250762
1998,11,1.2195442141727777,0.5389767544912221,-0.8643312270226076
1998,12,-0.1179656549282878,0.1300928463849674,0.17340132929751567
1999,1,0.0,0.0,0.0
1999,2,0.4700697177664344,0.23203820788889465,0.14974522818302485
1999,3,-0.6442242218797913,-0.33054372241374275,-0.11200514703796556
1999,4,0.0,0.0,0.0
1999,5,-0.9044287931453392,0.400536226512689,2.6637695075451613
1999,6,1.4241501530920626,-0.6765031035815292,-2.1787870105076927
1999,7,0.0,0.0,0.0
1999,8,0.9525397562334843,0.7835572767846744,-0.700473805729505
1999,9,0.0,0.0,0.0
1999,10,-0.3921317513859653,0.7004196794554634,1.4698847043218901
1999,11,0.24022832736154331,1.347890237525282,0.8158905875671001
1999,12,1.3091053598320095,0.21451299994289946,0.43199007863253613
2000,1,0.0,0.0,0.0
2000,2,-0.09725416740854709,0.08392147529084194,1.03917830110119
2000,3,0.5009281336293809,-0.06021928312495144,0.6240142861008169
2000,4,0.0,0.0,0.0
2000,5,-0.3684833813721034,1.575867803511176,0.16530801331767597
2000,6,0.1503780260646202,-0.028919178710596457,-0.46605255054421885
2000,7,0.0,0.0,0.0
2000,8,0.06198127158211601,0.23306195590048712,0.35719368713381305
2000,9,0.0,0.0,0.0
2000,10,0.2413062540085257,0.5846698590721493,0.9282803142070963
2000,11,-1.0708188873596611,-0.0801762457563195,0.46230347330943833
2000,12,-0.905776039839879,-0.23048817331859375,0.8602646468419811
2001,1,6.18613050022175,-1.102471990731304,-0.3066863199469943
2001,2,0.0,0.0,0.0
2001,3,-1.312442504505083,-1.8401893499661681,1.1726929385454816
2001,4,1.7497846238761465,-7.464487369277998,0.4548287865229762
2001,5,-0.6523027840524662,-2.81566026083817,-0.46524393820530874
2001,6,-0.10507396878643452,1.7493076787545536,0.034446504510286795
2001,7,0.0,0.0,0.0
2001,8,-1.6204453282201665,-0.5213174077380069,0.046947576780995225
2001,9,0.0,0.0,0.0
2001,10,-0.4400799695373245,-0.8861503566112026,0.8050061065239281
2001,11,0.42448882559953444,-2.6206864804764307,-0.5546702635242795
2001,12,-0.41418054165578355,-0.3385241342815155,-1.035197790552944
2002,1,-0.23787046636936227,0.6205729248606754,-0.3037957764608944
2002,2,0.0,0.0,0.0
2002,3,-1.453829747689512,-0.9392662779650373,-0.4258975248558367
